UniqueKey,Date,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,score1,score2,Winner,HomeOdds,AwayOdds,DrawOdds
18/03/17Ein FrankfurtHamburg,18/03/17,Ein Frankfurt,Hamburg,68.33,62.79,0.5202,0.2114,0.2683,1.39,0.81,0,0,Draw,2.2,3.2,3.5
19/03/17MainzSchalke 04,19/03/17,Mainz,Schalke 04,66.24,73.85,0.3574,0.3635,0.2792,1.19,1.16,0,1,Schalke 04,2.63,3.5,2.63
19/03/17M'gladbachBayern Munich,19/03/17,M'gladbach,Bayern Munich,73.52,94.71,0.1606,0.6228,0.2166,0.85,2,0,1,Bayern Munich,8,4.75,1.4
31/03/17HerthaHoffenheim,31/03/17,Hertha,Hoffenheim,71.45,76.03,0.3957,0.3231,0.2812,1.24,1.08,1,3,Hoffenheim,2.9,3.1,2.6
15/04/17DortmundEin Frankfurt,15/04/17,Dortmund,Ein Frankfurt,87.21,69.36,0.7536,0.0709,0.1755,1.91,0.6,3,1,Dortmund,1.44,4.33,7
15/04/17HoffenheimM'gladbach,15/04/17,Hoffenheim,M'gladbach,77.62,73.48,0.5156,0.2281,0.2564,1.54,0.96,5,3,Hoffenheim,2,3.5,3.6
15/04/17AugsburgFC Koln,15/04/17,Augsburg,FC Koln,58.71,68.07,0.3517,0.3673,0.2809,1.13,1.15,2,1,Augsburg,2.8,3.2,2.55
15/04/17WolfsburgIngolstadt,15/04/17,Wolfsburg,Ingolstadt,69.98,61.87,0.4871,0.2593,0.2535,1.55,1.08,3,0,Wolfsburg,2,3.3,3.75
15/04/17RB LeipzigFreiburg,15/04/17,RB Leipzig,Freiburg,75.2,64.9,0.6069,0.1659,0.2271,1.73,0.88,4,0,RB Leipzig,1.44,4.33,7
15/04/17MainzHertha,15/04/17,Mainz,Hertha,65.69,69.78,0.3984,0.314,0.2876,1.19,0.99,1,0,Mainz,2.25,3.2,3.3
15/04/17LeverkusenBayern Munich,15/04/17,Leverkusen,Bayern Munich,74.91,95.02,0.1604,0.6372,0.2024,0.95,2.19,0,0,Draw,4.75,4.2,1.62
16/04/17Werder BremenHamburg,16/04/17,Werder Bremen,Hamburg,70.03,64.19,0.5396,0.2209,0.2395,1.69,1.04,2,1,Werder Bremen,2.25,3.4,3.1
16/04/17DarmstadtSchalke 04,16/04/17,Darmstadt,Schalke 04,43.56,73.36,0.2457,0.4919,0.2624,0.93,1.55,2,1,Darmstadt,5.75,3.8,1.6
21/04/17FC KolnHoffenheim,21/04/17,FC Koln,Hoffenheim,67.64,77.72,0.3279,0.4128,0.2593,1.27,1.41,1,1,Draw,3,3.4,2.38
22/04/17Bayern MunichMainz,22/04/17,Bayern Munich,Mainz,94.7,66.81,0.9198,0.0146,0.0656,2.68,0.27,2,2,Draw,1.18,7,17
22/04/17HamburgDarmstadt,22/04/17,Hamburg,Darmstadt,63.76,44.28,0.588,0.1697,0.2423,1.66,0.76,1,2,Darmstadt,1.4,4.75,8
22/04/17IngolstadtWerder Bremen,22/04/17,Ingolstadt,Werder Bremen,60.18,70.47,0.4006,0.348,0.2514,1.51,1.37,2,4,Werder Bremen,2.2,3.5,3.2
22/04/17Ein FrankfurtAugsburg,22/04/17,Ein Frankfurt,Augsburg,69.39,59.14,0.5745,0.1603,0.2652,1.37,0.62,3,1,Ein Frankfurt,1.75,3.6,5
22/04/17HerthaWolfsburg,22/04/17,Hertha,Wolfsburg,68.76,71.52,0.4192,0.2984,0.2824,1.24,1,1,0,Hertha,2.5,3.3,2.9
22/04/17M'gladbachDortmund,22/04/17,M'gladbach,Dortmund,73.39,86.78,0.2659,0.4978,0.2364,1.29,1.76,2,3,Dortmund,3.5,3.7,2.05
23/04/17FreiburgLeverkusen,23/04/17,Freiburg,Leverkusen,63.65,74.81,0.3239,0.4181,0.258,1.27,1.44,2,1,Freiburg,3.4,3.6,2.1
23/04/17Schalke 04RB Leipzig,23/04/17,Schalke 04,RB Leipzig,72.65,76.27,0.4026,0.3259,0.2716,1.34,1.15,1,1,Draw,3,3.5,2.3
28/04/17LeverkusenSchalke 04,28/04/17,Leverkusen,Schalke 04,74.31,72.45,0.4787,0.2603,0.261,1.49,1.03,1,4,Schalke 04,2.1,3.5,3.5
29/04/17RB LeipzigIngolstadt,29/04/17,RB Leipzig,Ingolstadt,76.47,59.43,0.6259,0.1546,0.2195,1.79,0.88,0,0,Draw,1.45,4.5,7
29/04/17DarmstadtFreiburg,29/04/17,Darmstadt,Freiburg,45.68,64.23,0.342,0.3908,0.2672,1.22,1.38,3,0,Darmstadt,3.3,3.3,2.25
29/04/17DortmundFC Koln,29/04/17,Dortmund,FC Koln,86.99,67.67,0.8098,0.0554,0.1347,2.34,0.65,0,0,Draw,1.29,5.75,10
29/04/17MainzM'gladbach,29/04/17,Mainz,M'gladbach,69.55,73.12,0.4074,0.3248,0.2678,1.36,1.16,1,2,M'gladbach,2.2,3.4,3.3
29/04/17Werder BremenHertha,29/04/17,Werder Bremen,Hertha,71.16,69.41,0.4744,0.2652,0.2604,1.5,1.04,2,0,Werder Bremen,2.05,3.5,3.6
29/04/17WolfsburgBayern Munich,29/04/17,Wolfsburg,Bayern Munich,70.9,93.69,0.1619,0.6308,0.2073,0.9,2.11,0,6,Bayern Munich,8,4.75,1.4
30/04/17AugsburgHamburg,30/04/17,Augsburg,Hamburg,58.13,62.32,0.4092,0.3153,0.2755,1.28,1.08,4,0,Augsburg,2.5,3.3,2.9
30/04/17HoffenheimEin Frankfurt,30/04/17,Hoffenheim,Ein Frankfurt,77.7,70.14,0.5546,0.1917,0.2537,1.54,0.81,1,0,Hoffenheim,1.57,4,6
13/05/17LeverkusenFC Koln,13/05/17,Leverkusen,FC Koln,72.16,68.01,0.513,0.236,0.2509,1.58,1.01,2,2,Draw,2.1,3.5,3.5
13/05/17Werder BremenHoffenheim,13/05/17,Werder Bremen,Hoffenheim,71.42,77.95,0.364,0.3921,0.2439,1.55,1.55,3,5,Hoffenheim,2.63,3.6,2.55
13/05/17FreiburgIngolstadt,13/05/17,Freiburg,Ingolstadt,63.85,59.35,0.4384,0.2989,0.2627,1.44,1.13,1,1,Draw,2.38,3.5,2.9
13/05/17Schalke 04Hamburg,13/05/17,Schalke 04,Hamburg,73.05,59.69,0.6331,0.1408,0.2261,1.68,0.73,1,1,Draw,2.05,3.75,3.5
13/05/17AugsburgDortmund,13/05/17,Augsburg,Dortmund,61.17,87.02,0.185,0.6022,0.2128,0.98,2.05,1,1,Draw,6,4.6,1.5
13/05/17MainzEin Frankfurt,13/05/17,Mainz,Ein Frankfurt,69.61,68.01,0.4597,0.2466,0.2937,1.21,0.77,4,2,Mainz,1.7,3.8,5
13/05/17RB LeipzigBayern Munich,13/05/17,RB Leipzig,Bayern Munich,78.12,94.13,0.1951,0.5713,0.2336,0.99,1.84,4,5,Bayern Munich,3.75,3.7,1.95
13/05/17WolfsburgM'gladbach,13/05/17,Wolfsburg,M'gladbach,70.69,72.82,0.4261,0.3074,0.2665,1.4,1.13,1,1,Draw,1.95,3.6,4
13/05/17DarmstadtHertha,13/05/17,Darmstadt,Hertha,49.09,66.69,0.3422,0.3731,0.2847,1.09,1.16,0,2,Hertha,3.5,3.4,2.15
20/05/17DortmundWerder Bremen,20/05/17,Dortmund,Werder Bremen,86.75,70.98,0.7867,0.0771,0.1362,2.5,1.06,4,3,Dortmund,1.2,7.5,12
20/05/17HoffenheimAugsburg,20/05/17,Hoffenheim,Augsburg,78.34,61.59,0.7086,0.1033,0.1881,1.93,0.76,0,0,Draw,1.36,5,8.5
20/05/17FC KolnMainz,20/05/17,FC Koln,Mainz,67.33,70.53,0.4136,0.3189,0.2675,1.37,1.15,2,0,FC Koln,1.62,4,5.5
20/05/17Ein FrankfurtRB Leipzig,20/05/17,Ein Frankfurt,RB Leipzig,66.93,78.93,0.3091,0.4138,0.2772,1.08,1.27,2,2,Draw,4,3.6,1.91
20/05/17HerthaLeverkusen,20/05/17,Hertha,Leverkusen,68.05,72.77,0.3976,0.3267,0.2757,1.27,1.12,2,6,Leverkusen,2.05,3.4,3.8
20/05/17Bayern MunichFreiburg,20/05/17,Bayern Munich,Freiburg,93.92,63.01,0.9478,0.0091,0.043,3.07,0.38,4,1,Bayern Munich,1.17,8,15
20/05/17IngolstadtSchalke 04,20/05/17,Ingolstadt,Schalke 04,60.22,71.68,0.3853,0.3458,0.2688,1.32,1.2,1,1,Draw,2.63,3.5,2.6
20/05/17HamburgWolfsburg,20/05/17,Hamburg,Wolfsburg,61.21,70.42,0.3493,0.3742,0.2766,1.17,1.2,2,1,Hamburg,2.6,3.4,2.7
20/05/17M'gladbachDarmstadt,20/05/17,M'gladbach,Darmstadt,73.09,47.61,0.7009,0.1044,0.1947,1.92,0.7,2,2,Draw,1.33,5.5,8.5
18/08/17Bayern MunichLeverkusen,18/08/17,Bayern Munich,Leverkusen,92.94,73.82,0.7989,0.0711,0.13,2.92,0.79,3,1,Bayern Munich,1.25,6,12
19/08/17WolfsburgDortmund,19/08/17,Wolfsburg,Dortmund,69.63,85.54,0.2583,0.5029,0.2388,1.26,1.84,0,3,Dortmund,3.8,4,1.85
19/08/17MainzHannover,19/08/17,Mainz,Hannover,67.64,52.99,0.602,0.1561,0.2418,1.75,0.76,0,1,Hannover,2,3.4,4
19/08/17HerthaStuttgart,19/08/17,Hertha,Stuttgart,65.64,57.75,0.5315,0.2199,0.2486,1.73,1.02,2,0,Hertha,2,3.4,3.9
19/08/17HamburgAugsburg,19/08/17,Hamburg,Augsburg,62.91,62.51,0.4509,0.2686,0.2805,1.41,1.02,1,0,Hamburg,2.1,3.4,3.6
19/08/17HoffenheimWerder Bremen,19/08/17,Hoffenheim,Werder Bremen,74.64,69.66,0.5157,0.25,0.2343,1.9,1.26,1,0,Hoffenheim,1.75,4,4.33
19/08/17Schalke 04RB Leipzig,19/08/17,Schalke 04,RB Leipzig,71.63,74.85,0.4133,0.3225,0.2642,1.49,1.29,2,0,Schalke 04,2.8,3.4,2.5
20/08/17FreiburgEin Frankfurt,20/08/17,Freiburg,Ein Frankfurt,64.78,66.25,0.4354,0.2873,0.2773,1.41,1.1,0,0,Draw,2.45,3.25,3
20/08/17M'gladbachFC Koln,20/08/17,M'gladbach,FC Koln,71.95,69.6,0.4791,0.2628,0.2581,1.62,1.14,1,0,M'gladbach,1.91,3.5,4.1
25/08/17FC KolnHamburg,25/08/17,FC Koln,Hamburg,69.26,62.79,0.5186,0.2158,0.2656,1.57,0.91,1,3,Hamburg,1.95,3.4,4
26/08/17Werder BremenBayern Munich,26/08/17,Werder Bremen,Bayern Munich,69.48,92.64,0.1508,0.6752,0.174,1.22,2.67,0,2,Bayern Munich,11,6.5,1.25
26/08/17StuttgartMainz,26/08/17,Stuttgart,Mainz,57.5,66.47,0.361,0.3693,0.2697,1.34,1.36,1,0,Stuttgart,2.3,3.4,3.1
26/08/17AugsburgM'gladbach,26/08/17,Augsburg,M'gladbach,62.73,72.31,0.3444,0.3792,0.2764,1.26,1.33,2,2,Draw,3.25,3.4,2.25
26/08/17Ein FrankfurtWolfsburg,26/08/17,Ein Frankfurt,Wolfsburg,67.45,68.21,0.433,0.2724,0.2946,1.29,0.96,0,1,Wolfsburg,2.3,3.25,3.3
26/08/17LeverkusenHoffenheim,26/08/17,Leverkusen,Hoffenheim,74.54,74.82,0.4506,0.299,0.2504,1.67,1.32,2,2,Draw,2.05,3.6,3.6
26/08/17DortmundHertha,26/08/17,Dortmund,Hertha,86.5,65.99,0.7555,0.0805,0.1641,2.39,0.64,2,0,Dortmund,1.36,5,7.5
27/08/17RB LeipzigFreiburg,27/08/17,RB Leipzig,Freiburg,74.04,63.65,0.5706,0.1921,0.2373,1.84,0.96,4,1,RB Leipzig,1.36,5,8.5
27/08/17HannoverSchalke 04,27/08/17,Hannover,Schalke 04,54.38,72.48,0.2657,0.4604,0.2739,1.05,1.47,1,0,Hannover,3.3,3.4,2.2
08/09/17HamburgRB Leipzig,08/09/17,Hamburg,RB Leipzig,64.12,75.05,0.3297,0.403,0.2673,1.28,1.45,0,2,RB Leipzig,4,3.6,1.91
09/09/17AugsburgFC Koln,09/09/17,Augsburg,FC Koln,63.91,67.88,0.4053,0.319,0.2756,1.38,1.2,3,0,Augsburg,2.38,3.3,3.1
09/09/17WolfsburgHannover,09/09/17,Wolfsburg,Hannover,68.78,55.46,0.5859,0.1582,0.2559,1.63,0.71,1,1,Draw,1.83,3.6,4.5
09/09/17M'gladbachEin Frankfurt,09/09/17,M'gladbach,Ein Frankfurt,71.1,66.94,0.4969,0.2324,0.2708,1.52,0.95,0,1,Ein Frankfurt,1.83,3.6,4.5
09/09/17FreiburgDortmund,09/09/17,Freiburg,Dortmund,62.44,86.65,0.1835,0.6074,0.2091,1.12,2.18,0,0,Draw,7.5,5,1.4
09/09/17MainzLeverkusen,09/09/17,Mainz,Leverkusen,65.45,74.72,0.3471,0.3942,0.2587,1.4,1.5,3,1,Mainz,3,3.4,2.38
09/09/17HoffenheimBayern Munich,09/09/17,Hoffenheim,Bayern Munich,74.64,93.06,0.188,0.6002,0.2118,1.12,2.15,2,0,Hoffenheim,7,4.5,1.45
10/09/17HerthaWerder Bremen,10/09/17,Hertha,Werder Bremen,65.74,68.4,0.4185,0.316,0.2655,1.49,1.26,1,1,Draw,1.91,3.6,4
10/09/17Schalke 04Stuttgart,10/09/17,Schalke 04,Stuttgart,71.61,58.73,0.5895,0.1742,0.2363,1.83,0.88,3,1,Schalke 04,1.7,3.75,5
15/09/17HannoverHamburg,15/09/17,Hannover,Hamburg,56.23,62.63,0.3778,0.3272,0.295,1.21,1.1,2,0,Hannover,1.95,3.5,4
16/09/17Bayern MunichMainz,16/09/17,Bayern Munich,Mainz,92.79,66.65,0.8467,0.0397,0.1136,2.79,0.47,4,0,Bayern Munich,1.13,10,19
16/09/17Ein FrankfurtAugsburg,16/09/17,Ein Frankfurt,Augsburg,67.93,65.33,0.4672,0.2403,0.2925,1.34,0.87,1,2,Augsburg,1.85,3.5,4.5
16/09/17Werder BremenSchalke 04,16/09/17,Werder Bremen,Schalke 04,68.82,71.67,0.4211,0.3187,0.2602,1.54,1.31,1,2,Schalke 04,2.8,3.5,2.5
16/09/17StuttgartWolfsburg,16/09/17,Stuttgart,Wolfsburg,58.59,68.06,0.3545,0.3733,0.2722,1.31,1.35,1,0,Stuttgart,2.3,3.5,3
16/09/17RB LeipzigM'gladbach,16/09/17,RB Leipzig,M'gladbach,75.94,70.15,0.5222,0.2307,0.2471,1.75,1.08,2,2,Draw,1.67,3.8,5.5
17/09/17HoffenheimHertha,17/09/17,Hoffenheim,Hertha,74.29,65.48,0.5468,0.1888,0.2644,1.57,0.81,1,1,Draw,1.67,3.8,5.5
17/09/17LeverkusenFreiburg,17/09/17,Leverkusen,Freiburg,73.58,61.93,0.5901,0.1888,0.2211,2.03,1.06,4,0,Leverkusen,1.45,4.5,7
17/09/17DortmundFC Koln,17/09/17,Dortmund,FC Koln,86.45,65.97,0.7561,0.0814,0.1626,2.42,0.66,5,0,Dortmund,1.22,6,13
19/09/17M'gladbachStuttgart,19/09/17,M'gladbach,Stuttgart,70.83,59.45,0.5788,0.1897,0.2315,1.9,0.99,2,0,M'gladbach,1.7,3.8,5
19/09/17WolfsburgWerder Bremen,19/09/17,Wolfsburg,Werder Bremen,67.41,68.08,0.4398,0.2922,0.268,1.49,1.17,1,1,Draw,2.05,3.5,3.6
19/09/17Schalke 04Bayern Munich,19/09/17,Schalke 04,Bayern Munich,72.36,93.37,0.1645,0.6335,0.202,1.05,2.24,0,3,Bayern Munich,7,4.75,1.44
19/09/17AugsburgRB Leipzig,19/09/17,Augsburg,RB Leipzig,65.64,75.32,0.3422,0.3885,0.2693,1.3,1.4,1,0,Augsburg,3.5,3.5,2.1
20/09/17FC KolnEin Frankfurt,20/09/17,FC Koln,Ein Frankfurt,63.86,67.57,0.4093,0.3008,0.2898,1.29,1.06,0,1,Ein Frankfurt,2.88,3.1,2.63
20/09/17FreiburgHannover,20/09/17,Freiburg,Hannover,60.26,57.82,0.4744,0.2467,0.2789,1.44,0.96,1,1,Draw,2.8,3.25,2.6
20/09/17HerthaLeverkusen,20/09/17,Hertha,Leverkusen,66.06,75.09,0.3472,0.3851,0.2677,1.33,1.41,2,1,Hertha,3.3,3.4,2.2
20/09/17MainzHoffenheim,20/09/17,Mainz,Hoffenheim,65.33,73.77,0.355,0.3655,0.2796,1.26,1.28,2,3,Hoffenheim,2.7,3.4,2.6
20/09/17HamburgDortmund,20/09/17,Hamburg,Dortmund,61.06,87.76,0.1614,0.6273,0.2112,0.96,2.1,0,3,Dortmund,7,4.75,1.44
22/09/17Bayern MunichWolfsburg,22/09/17,Bayern Munich,Wolfsburg,93.88,67.07,0.8609,0.0325,0.1066,2.8,0.4,2,2,Draw,1.14,8.5,19
23/09/17Werder BremenFreiburg,23/09/17,Werder Bremen,Freiburg,68.48,60.27,0.5441,0.2145,0.2414,1.81,1.05,0,0,Draw,1.7,4,4.75
23/09/17RB LeipzigEin Frankfurt,23/09/17,RB Leipzig,Ein Frankfurt,74.94,68.08,0.5246,0.2012,0.2742,1.5,0.81,2,1,RB Leipzig,1.7,3.8,5
23/09/17MainzHertha,23/09/17,Mainz,Hertha,64.86,66.57,0.4284,0.2788,0.2929,1.3,0.99,1,0,Mainz,2.2,3.3,3.4
23/09/17StuttgartAugsburg,23/09/17,Stuttgart,Augsburg,58.91,66.11,0.3754,0.3484,0.2762,1.33,1.27,0,0,Draw,2.1,3.4,3.6
23/09/17HoffenheimSchalke 04,23/09/17,Hoffenheim,Schalke 04,74.13,71.11,0.4855,0.2504,0.2642,1.57,1.05,2,0,Hoffenheim,2.2,3.5,3.25
23/09/17DortmundM'gladbach,23/09/17,Dortmund,M'gladbach,88.7,71.4,0.7393,0.0921,0.1686,2.4,0.72,6,1,Dortmund,1.44,4.75,7
24/09/17HannoverFC Koln,24/09/17,Hannover,FC Koln,57.75,63.35,0.3862,0.33,0.2838,1.29,1.17,0,0,Draw,1.95,3.6,3.8
24/09/17LeverkusenHamburg,24/09/17,Leverkusen,Hamburg,74.63,59.43,0.627,0.157,0.216,2.03,0.9,3,0,Leverkusen,1.36,5,8.5
29/09/17Schalke 04Leverkusen,29/09/17,Schalke 04,Leverkusen,70.95,75.66,0.3967,0.345,0.2584,1.51,1.4,1,1,Draw,2.3,3.4,3.1
30/09/17M'gladbachHannover,30/09/17,M'gladbach,Hannover,69.61,57.99,0.5789,0.1758,0.2453,1.74,0.84,2,1,M'gladbach,1.73,3.6,5.25
30/09/17WolfsburgMainz,30/09/17,Wolfsburg,Mainz,68.78,65.25,0.4834,0.2381,0.2786,1.45,0.93,1,1,Draw,2.1,3.4,3.6
30/09/17AugsburgDortmund,30/09/17,Augsburg,Dortmund,66.38,89.16,0.1825,0.5965,0.2209,1.02,2.02,1,2,Dortmund,7.5,4.5,1.44
30/09/17Ein FrankfurtStuttgart,30/09/17,Ein Frankfurt,Stuttgart,67.89,58.85,0.5354,0.1898,0.2747,1.49,0.77,2,1,Ein Frankfurt,1.95,3.5,4
30/09/17HamburgWerder Bremen,30/09/17,Hamburg,Werder Bremen,58.26,68.24,0.3433,0.3822,0.2744,1.27,1.35,0,0,Draw,2.7,3.2,2.75
01/10/17FreiburgHoffenheim,01/10/17,Freiburg,Hoffenheim,60.68,73.22,0.3161,0.4101,0.2738,1.2,1.41,3,2,Freiburg,3.6,3.5,2.05
01/10/17HerthaBayern Munich,01/10/17,Hertha,Bayern Munich,65.88,92.81,0.1312,0.6705,0.1982,0.85,2.18,2,2,Draw,8.5,5,1.36
01/10/17FC KolnRB Leipzig,01/10/17,FC Koln,RB Leipzig,62.39,74.42,0.3188,0.4048,0.2763,1.19,1.38,1,2,RB Leipzig,3.8,3.5,2
13/10/17StuttgartFC Koln,13/10/17,Stuttgart,FC Koln,58.98,61.41,0.4224,0.2975,0.28,1.38,1.11,2,1,Stuttgart,1.83,3.6,4.33
14/10/17HerthaSchalke 04,14/10/17,Hertha,Schalke 04,67.39,70.73,0.4036,0.2934,0.303,1.2,0.98,0,2,Schalke 04,2.5,3.3,2.9
14/10/17HannoverEin Frankfurt,14/10/17,Hannover,Ein Frankfurt,58.12,67.76,0.3438,0.3462,0.31,1.06,1.07,1,2,Ein Frankfurt,2.38,3.2,3.1
14/10/17MainzHamburg,14/10/17,Mainz,Hamburg,65.87,58.67,0.5214,0.2038,0.2749,1.49,0.82,3,2,Mainz,1.7,3.75,5.25
14/10/17Bayern MunichFreiburg,14/10/17,Bayern Munich,Freiburg,92.14,61.48,0.8741,0.0327,0.0932,3.1,0.49,5,0,Bayern Munich,1.08,13,21
14/10/17HoffenheimAugsburg,14/10/17,Hoffenheim,Augsburg,72.42,66.56,0.5161,0.2218,0.2621,1.6,0.95,2,2,Draw,1.8,3.75,4.5
14/10/17DortmundRB Leipzig,14/10/17,Dortmund,RB Leipzig,89.06,75.23,0.6624,0.1405,0.1972,2.23,0.92,2,3,RB Leipzig,1.5,4.5,6.5
15/10/17LeverkusenWolfsburg,15/10/17,Leverkusen,Wolfsburg,75.88,68.21,0.5438,0.2108,0.2455,1.76,1,2,2,Draw,1.53,4.33,6
15/10/17Werder BremenM'gladbach,15/10/17,Werder Bremen,M'gladbach,68.04,69.38,0.4371,0.3074,0.2555,1.61,1.31,0,2,M'gladbach,2.63,3.5,2.6
20/10/17Schalke 04Mainz,20/10/17,Schalke 04,Mainz,72.95,65.06,0.5348,0.2027,0.2625,1.59,0.87,2,0,Schalke 04,1.8,3.7,4.5
21/10/17Ein FrankfurtDortmund,21/10/17,Ein Frankfurt,Dortmund,68.41,87.6,0.22,0.5387,0.2413,1.07,1.81,2,2,Draw,5,3.75,1.72
21/10/17AugsburgHannover,21/10/17,Augsburg,Hannover,66.82,57.38,0.5453,0.1874,0.2673,1.55,0.79,1,2,Hannover,2.04,3.5,3.6
21/10/17RB LeipzigStuttgart,21/10/17,RB Leipzig,Stuttgart,77.32,59.27,0.6577,0.1351,0.2073,2.08,0.82,1,0,RB Leipzig,1.53,4,7
21/10/17M'gladbachLeverkusen,21/10/17,M'gladbach,Leverkusen,70.83,75.42,0.4015,0.3557,0.2428,1.68,1.57,1,5,Leverkusen,2.45,3.39,2.87
21/10/17HamburgBayern Munich,21/10/17,Hamburg,Bayern Munich,59.27,92.87,0.0935,0.7541,0.1524,0.86,2.69,0,1,Bayern Munich,19,7,1.16
22/10/17FC KolnWerder Bremen,22/10/17,FC Koln,Werder Bremen,59.92,66.59,0.3778,0.3442,0.278,1.32,1.25,0,0,Draw,2.39,3.29,3
22/10/17FreiburgHertha,22/10/17,Freiburg,Hertha,60.42,64.21,0.4083,0.2963,0.2954,1.25,1.02,1,1,Draw,2.54,3.29,2.79
22/10/17WolfsburgHoffenheim,22/10/17,Wolfsburg,Hoffenheim,68.69,72.16,0.4087,0.3174,0.2738,1.4,1.2,1,1,Draw,2.5,3.39,2.79
27/10/17MainzEin Frankfurt,27/10/17,Mainz,Ein Frankfurt,64.24,69.4,0.3912,0.3167,0.2921,1.25,1.09,1,1,Draw,2.79,3.2,2.54
28/10/17HoffenheimM'gladbach,28/10/17,Hoffenheim,M'gladbach,72.55,69.3,0.4931,0.2656,0.2413,1.81,1.27,1,3,M'gladbach,2.04,3.6,3.5
28/10/17HannoverDortmund,28/10/17,Hannover,Dortmund,58.93,86.97,0.1559,0.6426,0.2015,1,2.22,4,2,Hannover,5.5,4.2,1.57
28/10/17Schalke 04Wolfsburg,28/10/17,Schalke 04,Wolfsburg,73.73,68.29,0.5057,0.2148,0.2795,1.45,0.84,1,1,Draw,1.75,3.6,5
28/10/17LeverkusenFC Koln,28/10/17,Leverkusen,FC Koln,76.82,60.18,0.6462,0.1461,0.2077,2.1,0.89,2,1,Leverkusen,1.33,5.25,9
28/10/17HerthaHamburg,28/10/17,Hertha,Hamburg,63.96,58.71,0.4935,0.2138,0.2927,1.35,0.79,2,1,Hertha,1.9,3.39,4.33
28/10/17Bayern MunichRB Leipzig,28/10/17,Bayern Munich,RB Leipzig,93.08,77.19,0.7628,0.0847,0.1525,2.61,0.76,2,0,Bayern Munich,1.33,5.5,8.5
29/10/17Werder BremenAugsburg,29/10/17,Werder Bremen,Augsburg,66.46,65.27,0.4609,0.2647,0.2744,1.46,1.04,0,3,Augsburg,2.29,3.29,3.2
29/10/17StuttgartFreiburg,29/10/17,Stuttgart,Freiburg,59.53,60.6,0.4353,0.2883,0.2764,1.42,1.1,3,0,Stuttgart,1.83,3.5,4.5
03/11/17Ein FrankfurtWerder Bremen,03/11/17,Ein Frankfurt,Werder Bremen,69.8,63.78,0.5083,0.217,0.2748,1.49,0.87,2,1,Ein Frankfurt,1.75,3.75,4.75
04/11/17HamburgStuttgart,04/11/17,Hamburg,Stuttgart,58.87,61.47,0.4167,0.2926,0.2907,1.3,1.04,3,1,Hamburg,2.45,3.39,2.87
04/11/17RB LeipzigHannover,04/11/17,RB Leipzig,Hannover,76.08,61.74,0.6124,0.1549,0.2327,1.84,0.8,2,1,RB Leipzig,1.44,4.5,7.5
04/11/17AugsburgLeverkusen,04/11/17,Augsburg,Leverkusen,67.83,76.57,0.3522,0.3953,0.2525,1.47,1.57,1,1,Draw,3.5,3.6,2.04
04/11/17FreiburgSchalke 04,04/11/17,Freiburg,Schalke 04,58.66,73.39,0.2967,0.4227,0.2806,1.1,1.37,0,1,Schalke 04,3.79,3.29,2.04
04/11/17M'gladbachMainz,04/11/17,M'gladbach,Mainz,70.93,63.86,0.5354,0.2228,0.2418,1.81,1.08,1,1,Draw,1.61,4,5.5
04/11/17DortmundBayern Munich,04/11/17,Dortmund,Bayern Munich,84.67,92.9,0.2937,0.4859,0.2204,1.6,2.1,1,3,Bayern Munich,3.29,3.79,2.04
05/11/17FC KolnHoffenheim,05/11/17,FC Koln,Hoffenheim,61.46,70.55,0.3525,0.3784,0.2691,1.33,1.38,0,3,Hoffenheim,2.87,3.39,2.45
05/11/17WolfsburgHertha,05/11/17,Wolfsburg,Hertha,68.66,63.98,0.4934,0.2184,0.2881,1.38,0.82,3,3,Draw,2,3.39,4
17/11/17StuttgartDortmund,17/11/17,Stuttgart,Dortmund,59.91,84.47,0.1893,0.6022,0.2085,1.16,2.2,2,1,Stuttgart,4.2,3.89,1.8
18/11/17WolfsburgFreiburg,18/11/17,Wolfsburg,Freiburg,68.47,58.23,0.5589,0.1893,0.2518,1.69,0.87,3,1,Wolfsburg,1.61,3.75,6
18/11/17MainzFC Koln,18/11/17,Mainz,FC Koln,64.42,59.41,0.499,0.2311,0.2699,1.53,0.95,1,0,Mainz,2.04,3.39,3.79
18/11/17Bayern MunichAugsburg,18/11/17,Bayern Munich,Augsburg,93,68,0.8407,0.0421,0.1172,2.76,0.48,3,0,Bayern Munich,1.16,8,15
18/11/17LeverkusenRB Leipzig,18/11/17,Leverkusen,RB Leipzig,76.42,75.79,0.4625,0.2921,0.2454,1.74,1.34,2,2,Draw,2.29,3.5,3
18/11/17HoffenheimEin Frankfurt,18/11/17,Hoffenheim,Ein Frankfurt,72.43,70.02,0.4769,0.2515,0.2716,1.5,1.01,1,1,Draw,2.2,3.39,3.39
18/11/17HerthaM'gladbach,18/11/17,Hertha,M'gladbach,63.91,70.41,0.378,0.3578,0.2642,1.42,1.38,2,4,M'gladbach,2.89,3.25,2.5
19/11/17Schalke 04Hamburg,19/11/17,Schalke 04,Hamburg,73.87,60.27,0.5908,0.1513,0.2579,1.61,0.67,2,0,Schalke 04,1.57,3.79,6.5
19/11/17Werder BremenHannover,19/11/17,Werder Bremen,Hannover,63.48,62.07,0.4652,0.2648,0.27,1.5,1.07,4,0,Werder Bremen,2.2,3.39,3.29
